carat,cut,color,clarity,table
2.02,Premium,I,VS2,59.0
1.16,Ideal,D,VS1,57.0
0.57,Fair,E,SI1,66.0
1.65,Ideal,H,SI1,55.0
0.71,Good,D,VS2,59.0
1.01,Ideal,G,VVS1,57.0
0.3,Ideal,D,VS2,59.0
0.54,Ideal,D,VS2,55.0
0.9,Premium,F,SI1,62.0
0.31,Ideal,D,VS2,56.0
0.5,Very Good,E,VS2,59.0
0.93,Very Good,D,SI1,59.0
0.42,Ideal,G,VVS1,57.0
0.38,Premium,G,VS2,58.0
0.73,Ideal,D,SI1,56.0
0.71,Very Good,F,SI1,56.0
1.5,Good,I,SI2,59.0
0.51,Ideal,D,VS2,55.0
1.33,Very Good,D,SI1,57.0
1.06,Premium,D,VS2,59.0
1.2,Premium,G,VS2,59.0
1.07,Ideal,H,SI1,58.0
1.23,Very Good,H,SI2,56.0
2.06,Ideal,I,SI2,54.0
1.06,Premium,G,VS2,59.0
0.24,Ideal,H,VVS2,56.0
0.32,Premium,F,VS2,60.0
0.41,Ideal,G,VVS2,57.0
0.52,Ideal,D,VVS2,56.0
0.3,Premium,H,VS2,58.0
1.01,Premium,H,SI1,58.0
1.01,Fair,F,SI2,60.0
0.57,Ideal,G,VVS2,56.0
0.42,Premium,E,VS2,60.0
0.9,Very Good,F,SI2,58.0
0.87,Premium,G,SI2,58.0
0.31,Ideal,H,SI1,56.0
0.5,Premium,E,VS2,58.0
0.33,Premium,E,SI1,59.0
1.08,Ideal,D,SI2,57.0
0.33,Ideal,F,VS2,56.0
1.08,Ideal,F,VS1,56.0
0.35,Premium,D,SI2,58.0
2.38,Premium,J,VS2,58.0
0.31,Ideal,I,SI1,58.0
0.34,Very Good,G,VVS2,57.0
0.7,Ideal,H,SI1,55.0
0.71,Ideal,F,VS1,57.0
0.5,Very Good,E,VS2,58.0
0.39,Premium,F,VVS2,60.0
0.42,Ideal,H,VS1,56.0
1.02,Very Good,G,VS2,58.0
0.53,Ideal,D,VS2,55.0
2.03,Premium,J,SI1,59.0
0.84,Premium,G,SI1,58.0
2.01,Good,H,SI1,59.0
0.77,Very Good,G,SI1,60.0
0.32,Very Good,G,VVS2,55.0
2.0,Very Good,F,SI1,58.0
0.7,Ideal,H,VS2,56.0
0.97,Very Good,I,SI2,59.0
0.41,Ideal,E,VVS2,56.0
1.51,Very Good,I,VS2,60.0
0.33,Ideal,D,VS2,56.0
0.77,Very Good,H,SI2,55.0
0.34,Ideal,F,SI1,56.0
0.58,Very Good,G,VS2,56.0
0.34,Ideal,E,VVS2,55.0
0.57,Ideal,F,VS1,56.0
0.31,Good,G,SI2,55.0
1.5,Ideal,F,VS2,55.0
0.79,Ideal,H,SI1,56.0
0.71,Ideal,G,SI1,54.0
0.74,Ideal,I,VS2,54.1
1.04,Ideal,I,SI2,56.0
0.54,Very Good,G,SI1,55.0
0.41,Ideal,I,VVS2,57.0
0.55,Ideal,G,SI1,57.0
0.33,Premium,G,VS2,58.0
0.42,Ideal,E,VS1,56.0
0.52,Ideal,F,VVS2,56.0
0.52,Ideal,G,VVS1,56.0
0.54,Ideal,E,VS2,56.0
1.01,Good,F,SI2,61.0
0.51,Premium,E,SI2,59.0
0.72,Ideal,F,SI1,55.0
0.33,Ideal,D,VVS2,56.0
0.7,Ideal,F,VVS2,55.0
0.42,Ideal,F,VVS1,57.0
0.35,Ideal,I,IF,56.0
0.74,Ideal,F,VS1,55.0
1.53,Very Good,F,VS2,56.0
0.72,Ideal,H,SI1,53.0
1.0,Good,F,VS2,54.0
0.3,Ideal,D,VS2,57.0
0.53,Ideal,F,VVS1,57.0
0.73,Ideal,G,VVS2,57.0
0.34,Premium,E,VVS1,60.0
1.02,Premium,G,VS1,59.0
0.6,Premium,E,VS1,59.0
0.33,Ideal,E,SI1,54.0
0.41,Ideal,D,VVS2,57.0
1.62,Premium,F,SI1,59.0
0.3,Ideal,F,VS2,57.0
1.02,Very Good,G,VS1,54.0
0.71,Premium,I,VVS2,59.0
1.1,Ideal,F,I1,56.0
1.0,Premium,F,VS1,58.0
0.31,Premium,J,VVS1,59.0
0.4,Ideal,G,VS2,56.0
0.71,Very Good,F,VS2,57.0
1.03,Premium,F,VVS1,58.0
1.01,Very Good,F,SI2,56.0
0.33,Premium,I,VS1,60.0
0.52,Ideal,H,VS2,56.0
0.7,Very Good,F,SI1,58.0
0.23,Very Good,E,VVS1,57.0
0.72,Ideal,F,SI1,57.0
1.01,Ideal,J,VS1,55.0
1.2,Ideal,I,VS2,56.0
1.01,Ideal,H,SI2,57.0
0.33,Ideal,F,VS2,56.0
1.5,Premium,I,VVS1,58.0
1.0,Fair,G,VS1,63.0
0.57,Ideal,H,SI1,56.0
0.77,Ideal,H,SI1,57.0
1.01,Very Good,G,VS2,59.0
1.5,Very Good,I,VS2,57.0
0.3,Very Good,D,SI1,57.0
1.01,Premium,E,SI2,62.0
0.59,Ideal,E,VS2,57.0
0.73,Ideal,G,VS1,57.0
0.33,Ideal,G,VS2,57.0
0.56,Ideal,E,VS2,56.0
0.39,Ideal,E,VVS2,57.0
0.51,Ideal,D,VS1,56.0
1.1,Ideal,H,IF,55.0
0.73,Ideal,G,VS2,57.0
1.53,Very Good,I,VS1,61.0
0.32,Ideal,D,VVS2,56.0
0.31,Ideal,I,VS2,54.0
0.74,Ideal,G,VS1,56.0
0.3,Ideal,H,IF,55.0
1.14,Good,F,VS2,61.0
0.71,Very Good,I,VS1,57.0
0.34,Ideal,D,VS2,57.0
1.01,Fair,D,VS2,55.0
0.41,Ideal,D,VVS1,56.0
0.42,Premium,H,VVS1,58.0
0.73,Premium,F,VVS2,58.0
0.4,Ideal,F,SI1,57.0
0.3,Ideal,F,VVS2,55.0
0.4,Premium,E,VS2,58.0
1.54,Good,G,VS2,57.0
0.74,Ideal,G,SI1,55.0
0.72,Very Good,F,VVS1,57.0
0.42,Premium,G,VS2,58.0
0.93,Ideal,E,SI1,57.0
0.32,Premium,H,VS2,58.0
0.41,Ideal,E,VVS1,56.0
1.16,Premium,I,SI1,58.0
0.7,Very Good,D,SI2,60.0
1.04,Ideal,D,SI2,57.0
1.03,Premium,G,VS2,59.0
0.32,Premium,F,SI2,59.0
1.01,Very Good,H,SI1,56.0
0.71,Premium,F,VS2,59.0
1.62,Ideal,D,SI2,55.0
0.51,Ideal,H,VS1,56.0
0.24,Ideal,F,VS1,56.0
0.51,Ideal,F,VS2,55.0
0.41,Ideal,E,VVS2,54.0
1.34,Ideal,G,VS2,57.0
0.72,Very Good,J,VS2,60.0
2.02,Ideal,H,SI2,57.0
0.3,Ideal,G,VS1,57.0
0.78,Ideal,F,SI2,58.0
1.09,Ideal,H,SI1,56.0
0.7,Premium,H,VS1,60.0
0.9,Good,F,SI1,58.0
1.01,Ideal,E,VS1,57.0
0.51,Ideal,D,VS2,57.0
1.22,Premium,H,SI1,56.0
0.54,Ideal,F,VS1,55.0
1.51,Premium,H,SI2,58.0
1.17,Ideal,G,VS1,55.0
0.55,Ideal,G,SI2,58.0
0.34,Very Good,E,SI1,57.0
1.23,Very Good,F,SI2,57.0
1.02,Premium,E,VS1,60.0
0.56,Ideal,F,VS2,55.0
2.0,Good,I,SI1,62.0
0.4,Good,E,SI1,56.0
1.05,Ideal,G,VS2,57.0
2.04,Premium,F,SI2,61.0
0.41,Ideal,G,SI1,57.0
1.07,Premium,F,SI1,61.0
1.03,Ideal,F,VS2,57.0
0.3,Very Good,G,VS2,56.0
1.1,Very Good,F,SI1,56.0
1.51,Ideal,I,SI1,57.0
0.31,Premium,H,VS2,60.0
0.44,Very Good,E,SI1,57.0
1.09,Premium,G,VVS1,58.0
0.81,Ideal,I,SI1,57.0
0.43,Ideal,D,VS1,55.0
2.02,Ideal,H,SI1,56.0
1.01,Premium,D,SI1,60.0
1.53,Very Good,H,SI1,56.0
1.01,Ideal,H,SI1,60.0
0.32,Premium,E,VS2,58.0
0.72,Very Good,E,SI1,56.0
1.53,Premium,F,VS1,57.0
0.3,Ideal,E,VS2,55.0
1.11,Very Good,G,VS2,54.0
0.52,Ideal,D,SI1,57.0
1.06,Very Good,F,VVS1,58.0
0.34,Ideal,G,VS2,54.0
1.01,Premium,G,SI2,59.0
0.3,Ideal,G,VVS1,55.0
1.11,Premium,I,SI1,58.0
1.5,Good,H,SI2,55.0
0.31,Ideal,H,VS2,56.0
1.11,Ideal,H,VS2,57.0
1.01,Premium,E,VVS1,58.0
0.55,Ideal,I,SI1,56.0
2.16,Premium,G,SI2,58.0
0.9,Very Good,J,SI2,56.0
1.53,Premium,J,SI1,58.0
1.19,Premium,F,VS2,60.0
0.4,Ideal,G,VVS1,54.0
1.26,Ideal,G,VVS1,54.0
0.3,Premium,G,VS1,59.0
0.54,Ideal,G,VS1,55.0
1.0,Very Good,E,SI1,58.0
1.02,Premium,H,SI2,60.0
0.9,Very Good,I,SI1,60.0
1.22,Ideal,I,VS1,56.0
0.9,Ideal,F,SI2,57.0
1.11,Very Good,E,VS1,60.0
1.07,Ideal,H,SI2,56.0
1.01,Very Good,F,SI2,59.0
1.01,Very Good,E,SI2,58.0
0.3,Ideal,F,SI1,56.0
0.55,Ideal,F,SI2,55.0
1.02,Ideal,D,SI2,57.0
0.34,Ideal,H,VS2,56.0
0.51,Ideal,F,SI1,57.0
0.3,Very Good,E,VVS2,56.0
0.53,Ideal,E,VS2,55.0
0.26,Premium,E,VVS2,60.0
0.77,Very Good,J,VS2,60.0
0.6,Ideal,E,SI1,55.0
0.7,Very Good,E,SI1,58.0
0.3,Premium,G,IF,60.0
0.54,Ideal,G,VS1,56.0
0.44,Premium,H,VS2,61.0
1.01,Premium,E,SI1,60.0
0.4,Premium,E,VS2,58.0
0.7,Very Good,E,SI1,57.0
0.71,Ideal,G,VS2,56.0
0.51,Ideal,D,VS2,55.0
0.32,Very Good,D,SI2,56.0
1.22,Premium,I,VS2,59.0
1.5,Premium,H,SI2,58.0
0.31,Ideal,I,SI1,56.0
0.91,Premium,G,VS2,58.0
2.09,Very Good,I,SI1,60.0
2.01,Very Good,I,SI1,58.0
0.31,Ideal,H,VVS2,57.0
0.71,Premium,E,SI1,62.0
1.06,Very Good,H,SI2,60.0
0.32,Ideal,E,VVS1,56.0
1.01,Premium,G,SI1,58.0
0.51,Good,E,SI1,58.0
0.8,Ideal,D,SI1,57.0
1.02,Premium,F,SI2,58.0
2.05,Premium,H,SI1,59.0
1.01,Very Good,G,SI1,59.0
0.9,Ideal,F,VS2,57.0
0.33,Ideal,H,VVS1,55.0
0.3,Ideal,E,VVS2,57.0
1.01,Ideal,G,VS1,57.0
0.43,Ideal,G,VVS2,55.0
2.02,Ideal,J,SI2,58.0
1.75,Premium,H,SI1,59.0
0.72,Ideal,G,SI1,56.0
0.78,Ideal,H,VS2,57.0
0.8,Premium,F,VS2,59.0
0.38,Ideal,H,VVS1,55.0
0.31,Ideal,G,SI2,54.0
0.93,Very Good,I,VVS2,58.0
0.71,Premium,F,SI2,60.0
2.05,Ideal,I,SI2,57.0
1.7,Ideal,H,SI2,57.0
0.9,Very Good,F,SI1,57.0
1.51,Ideal,H,SI1,56.0
0.54,Very Good,H,VS2,59.0
0.54,Ideal,G,SI1,55.0
0.51,Ideal,D,VS2,57.0
2.01,Premium,F,SI2,60.0
0.72,Ideal,D,SI2,56.0
0.43,Very Good,D,VS1,59.0
1.01,Ideal,D,SI1,56.0
0.71,Premium,G,VS1,58.0
0.9,Premium,I,VS2,59.0
2.03,Premium,I,SI2,60.0
1.71,Ideal,H,VS1,56.0
0.42,Ideal,E,VVS2,56.0
0.72,Premium,D,SI1,60.0
1.04,Premium,G,SI2,58.0
1.01,Premium,I,SI2,55.0
2.06,Ideal,H,SI1,57.0
1.27,Premium,J,SI2,58.0
0.3,Good,F,VS2,59.0
1.98,Ideal,H,SI2,55.0
0.71,Ideal,I,SI1,55.0
0.76,Ideal,G,SI1,56.0
0.76,Ideal,D,VS2,56.0
1.05,Good,H,VS2,58.0
1.1,Ideal,F,SI1,57.0
0.7,Premium,F,VS2,62.0
0.9,Ideal,D,SI2,56.0
0.5,Good,D,SI1,56.0
1.2,Ideal,I,VS1,57.0
0.8,Premium,I,VVS2,58.0
0.38,Ideal,D,IF,55.0
0.52,Ideal,E,VS2,56.0
0.31,Premium,G,VVS1,58.0
0.42,Premium,D,VS2,59.0
1.05,Ideal,G,SI2,57.0
0.41,Premium,F,SI1,56.0
0.71,Very Good,H,SI1,56.0
0.53,Premium,G,SI1,59.0
0.41,Ideal,F,VVS1,55.0
1.01,Very Good,E,SI1,56.0
0.72,Ideal,D,SI1,57.0
0.56,Very Good,F,SI1,58.0
1.08,Very Good,F,VVS2,57.0
1.02,Premium,F,VS2,58.0
0.9,Very Good,I,SI1,59.0
1.31,Ideal,G,VS1,57.0
1.01,Fair,F,SI1,56.0
1.5,Very Good,H,VS1,59.0
1.51,Very Good,I,SI1,58.0
0.85,Premium,H,VS2,60.0
0.91,Good,E,VS2,58.0
0.33,Ideal,D,VVS1,55.0
1.1,Premium,G,SI1,58.0
0.75,Premium,H,VVS2,55.0
0.45,Ideal,E,VVS2,56.0
0.91,Very Good,H,VVS1,58.0
0.41,Premium,D,SI1,58.0
0.26,Ideal,D,VVS2,56.0
0.35,Ideal,I,VS2,56.0
0.3,Ideal,D,VS1,56.0
0.5,Very Good,G,VVS2,57.0
0.93,Very Good,E,VS2,59.0
0.73,Very Good,G,SI1,58.0
0.42,Ideal,D,VS1,56.0
0.3,Ideal,F,VVS2,57.0
1.01,Premium,G,SI2,59.0
1.01,Very Good,I,SI1,58.0
0.3,Ideal,D,VS1,56.0
0.9,Very Good,I,VVS1,59.0
0.35,Ideal,D,VS1,53.0
0.32,Premium,I,VS2,58.0
1.22,Ideal,I,VS1,57.0
1.22,Ideal,D,SI2,57.0
0.5,Good,E,SI2,55.0
1.24,Ideal,J,SI2,59.0
1.21,Premium,F,SI1,57.0
0.51,Ideal,G,SI1,56.0
0.71,Ideal,E,SI1,55.0
0.7,Very Good,E,VS2,57.0
1.14,Very Good,H,SI1,59.0
0.9,Very Good,G,SI1,60.0
1.23,Premium,G,SI2,57.0
0.8,Very Good,G,SI2,58.0
1.07,Premium,G,VS2,58.0
0.31,Ideal,D,SI1,54.0
0.36,Premium,D,SI2,60.0
0.26,Very Good,F,VVS2,56.0
0.32,Ideal,H,VS1,54.0
0.77,Ideal,H,SI1,56.0
0.82,Premium,G,SI1,58.0
0.43,Premium,H,SI1,58.0
0.4,Very Good,D,SI1,56.0
0.31,Premium,I,VS2,58.0
0.3,Ideal,D,VS2,54.0
0.3,Good,J,SI2,55.0
1.52,Premium,D,SI1,58.0
0.7,Ideal,I,VVS2,55.0
0.31,Ideal,G,VVS1,56.0
0.3,Ideal,H,VS1,56.0
0.52,Ideal,E,SI1,56.0
0.3,Ideal,I,VVS2,56.0
1.01,Very Good,H,VS2,58.0
0.33,Ideal,E,SI2,57.0
0.3,Ideal,F,VS2,53.6
0.71,Ideal,E,VS1,55.0
0.7,Very Good,F,SI1,56.0
0.54,Ideal,G,VS2,55.0
1.2,Ideal,H,VS2,55.0
0.41,Ideal,G,VVS1,55.0
1.52,Very Good,H,VVS2,59.0
0.5,Ideal,G,SI1,57.0
1.51,Ideal,I,VS1,57.0
0.76,Ideal,E,SI2,55.0
1.21,Very Good,H,VS2,56.0
1.09,Premium,D,SI2,59.0
0.3,Ideal,F,SI1,56.0
0.7,Ideal,E,SI1,56.0
0.43,Very Good,F,SI2,60.0
0.38,Ideal,F,VVS2,57.0
0.41,Ideal,G,VVS1,56.0
0.55,Premium,G,VS2,57.0
0.31,Premium,E,VS2,58.0
1.02,Premium,G,SI1,58.0
0.91,Ideal,G,I1,58.0
0.83,Premium,D,SI1,58.0
0.41,Good,D,VS1,58.0
0.25,Very Good,E,VVS2,56.0
0.52,Ideal,F,SI2,54.0
1.02,Very Good,F,VS1,56.0
1.0,Premium,G,SI1,61.0
0.32,Ideal,G,VS1,55.0
2.01,Very Good,D,SI2,59.0
1.04,Ideal,G,VS2,57.0
0.31,Premium,H,SI1,58.0
0.75,Ideal,E,SI1,55.0
0.4,Ideal,E,VS1,56.0
1.25,Fair,E,VVS2,55.0
0.71,Ideal,I,VS1,57.0
0.55,Ideal,G,VS1,56.0
0.3,Ideal,I,SI1,56.0
0.3,Premium,F,VS1,60.0
0.34,Ideal,D,VS2,55.0
0.76,Ideal,E,VS2,61.0
1.02,Premium,G,SI2,59.0
0.38,Ideal,F,VS1,56.0
2.14,Ideal,G,SI2,61.0
0.7,Good,H,SI1,62.0
0.5,Very Good,E,SI2,61.0
0.59,Ideal,E,VS1,57.0
0.93,Premium,F,SI2,60.0
0.42,Premium,E,SI1,59.0
0.33,Premium,D,VS2,59.0
1.02,Very Good,J,SI2,57.0
0.31,Ideal,D,VS2,55.0
0.73,Ideal,E,SI1,56.0
0.33,Ideal,D,VS2,55.0
0.92,Premium,E,SI1,58.0
0.55,Ideal,D,SI1,56.0
1.51,Ideal,E,SI1,57.0
0.7,Very Good,E,SI2,56.0
1.01,Very Good,G,SI1,57.0
0.9,Very Good,I,VS2,59.0
0.31,Ideal,D,SI1,56.0
1.05,Premium,G,SI1,59.0
0.78,Very Good,I,VS2,58.0
0.3,Ideal,H,VS1,57.0
1.51,Good,G,VS2,58.0
1.01,Ideal,H,SI2,57.0
0.71,Premium,F,SI1,59.0
0.9,Very Good,E,SI2,57.0
1.01,Ideal,J,SI2,57.0
1.0,Premium,F,I1,60.0
0.42,Ideal,F,VS1,57.0
0.52,Ideal,I,VS2,58.0
1.01,Good,H,SI1,58.0
0.31,Premium,G,VVS2,58.0
1.02,Premium,H,VS2,58.0
0.32,Ideal,F,VVS1,56.0
1.0,Ideal,F,VS1,57.0
0.54,Very Good,E,VS2,57.0
1.09,Very Good,J,VS2,57.0
1.51,Premium,D,SI1,60.0
0.7,Premium,I,SI2,57.0
0.34,Premium,D,VS2,58.0
0.41,Very Good,E,SI2,55.0
1.31,Very Good,G,SI2,58.0
0.52,Ideal,E,VS2,55.0
1.0,Very Good,G,SI1,61.0
1.01,Fair,G,VVS2,56.0
0.79,Very Good,E,SI1,59.0
1.35,Premium,G,VS2,58.0
0.34,Ideal,H,SI1,55.0
1.5,Premium,I,VS1,61.0
0.7,Very Good,I,SI2,60.0
0.26,Ideal,F,VVS2,54.0
0.55,Premium,G,VVS2,59.0
1.52,Ideal,H,VS1,57.0
0.7,Premium,F,VS2,60.0
0.9,Ideal,G,SI1,57.0
0.7,Very Good,E,SI2,57.0
1.21,Premium,I,VS2,57.0
0.33,Ideal,D,VS2,56.0
0.51,Premium,F,SI1,59.0
0.52,Ideal,D,VS1,55.0
1.55,Ideal,E,SI1,55.0
0.36,Ideal,E,VS2,56.0
0.7,Ideal,D,SI1,55.0
0.7,Premium,F,SI1,59.0
1.03,Ideal,G,VS2,57.0
1.2,Ideal,G,SI1,60.0
0.32,Very Good,D,VS2,56.0
0.42,Ideal,I,VS1,53.0
1.01,Premium,G,VVS1,61.0
0.93,Very Good,G,SI2,56.0
2.09,Premium,F,SI2,59.0
0.31,Ideal,D,VVS1,56.0
1.52,Ideal,H,SI1,56.0
1.29,Premium,G,VVS2,58.0
0.4,Good,E,SI2,58.0
0.7,Premium,H,SI2,56.0
0.91,Good,E,SI1,61.0
0.26,Premium,H,VVS1,56.0
0.71,Very Good,F,SI1,56.0
0.32,Very Good,G,VS2,57.0
0.71,Ideal,I,SI1,56.0
0.72,Very Good,J,SI1,60.0
0.34,Ideal,E,VS2,56.0
0.41,Premium,D,VVS2,58.0
0.8,Premium,E,SI2,59.0
0.5,Ideal,G,VS1,57.0
1.02,Very Good,D,SI2,59.0
0.71,Ideal,F,SI1,56.0
0.42,Very Good,E,VS1,58.0
0.51,Ideal,D,VS2,56.0
1.33,Premium,H,SI2,58.0
0.5,Very Good,G,SI1,58.0
0.52,Ideal,E,VS2,57.0
1.14,Premium,D,SI2,58.0
0.42,Ideal,E,VS2,56.0
0.7,Ideal,E,SI1,56.0
0.31,Ideal,D,SI2,55.0
2.17,Ideal,H,SI2,57.0
0.3,Premium,G,VVS1,58.0
0.31,Very Good,H,VVS2,61.0
1.51,Premium,E,SI1,60.0
0.34,Ideal,F,VS2,56.0
0.33,Premium,G,VVS2,60.0
1.01,Very Good,E,VS1,59.0
0.71,Good,D,VS2,59.0
1.2,Ideal,H,VS2,55.0
0.5,Very Good,D,SI1,59.0
1.01,Ideal,F,IF,56.0
1.57,Ideal,I,SI1,57.0
0.91,Ideal,G,SI2,57.0
1.2,Ideal,G,VS2,57.0
0.53,Premium,E,VS1,58.0
0.57,Ideal,E,VS1,56.0
1.08,Ideal,G,SI1,57.0
0.32,Ideal,H,SI1,57.0
0.31,Ideal,G,SI1,56.0
0.37,Premium,D,VS2,59.0
0.31,Ideal,E,VS2,54.0
0.51,Premium,E,SI1,59.0
2.06,Ideal,I,SI2,56.0
0.24,Very Good,E,VVS1,60.0
0.51,Ideal,D,VVS2,54.0
1.51,Good,E,VS2,58.0
1.7,Ideal,I,VS1,57.0
0.53,Ideal,E,SI1,55.0
0.35,Very Good,E,VS1,58.0
0.7,Very Good,D,VS1,58.0
0.53,Premium,D,SI2,60.0
0.33,Premium,E,VS2,60.0
0.3,Ideal,D,VS2,57.0
1.01,Premium,J,SI2,59.0
1.0,Ideal,I,VS1,59.0
1.51,Very Good,H,VS1,59.0
0.35,Ideal,D,SI1,56.0
0.73,Ideal,F,SI1,55.0
1.01,Ideal,D,SI2,59.0
0.33,Ideal,F,VVS1,55.0
0.58,Ideal,D,VS1,56.0
2.01,Very Good,G,VS2,59.0
2.03,Premium,E,SI2,60.0
1.01,Very Good,D,VS2,60.0
1.07,Premium,G,SI1,61.0
0.7,Very Good,G,VS2,59.0
0.37,Premium,E,VVS2,59.0
1.07,Ideal,F,SI2,56.0
1.2,Ideal,I,SI1,55.0
0.31,Very Good,H,SI1,61.0
0.51,Ideal,D,VS2,57.0
1.0,Good,F,VS2,60.0
0.55,Premium,G,VS2,58.0
0.54,Ideal,E,VS1,56.0
1.01,Good,H,SI1,58.0
0.8,Premium,F,SI1,58.0
0.31,Ideal,G,VS1,57.0
0.92,Premium,F,SI1,58.0
0.41,Ideal,E,VS2,56.0
0.3,Ideal,H,VVS2,56.0
1.11,Ideal,D,SI1,55.0
0.53,Ideal,F,VVS2,54.0
0.31,Ideal,E,VS1,56.0
0.31,Ideal,G,VVS1,55.0
0.34,Very Good,D,VS2,56.0
0.72,Ideal,H,SI1,55.0
0.4,Ideal,F,SI1,55.0
0.54,Ideal,G,VVS2,56.0
0.59,Ideal,F,VS1,57.0
0.31,Ideal,E,SI1,57.0
0.52,Premium,H,VS2,59.0
0.5,Fair,F,SI1,58.0
0.51,Premium,E,VS1,59.0
0.9,Very Good,I,SI1,57.0
1.03,Fair,F,SI1,59.0
0.3,Ideal,I,VS1,57.0
0.92,Very Good,F,SI1,58.0
1.01,Premium,E,VS2,59.0
1.27,Premium,I,SI1,58.0
1.07,Ideal,F,VS2,56.0
0.72,Ideal,F,VS1,54.0
0.26,Ideal,H,IF,55.0
0.52,Ideal,E,VS2,55.0
1.0,Good,E,SI1,56.0
1.24,Ideal,I,VVS2,56.0
0.71,Ideal,G,VS2,54.0
1.0,Premium,H,SI2,60.0
1.01,Good,E,SI1,58.0
0.32,Ideal,G,VVS1,55.0
0.27,Very Good,E,VVS2,56.0
1.5,Very Good,G,VS2,60.0
0.71,Very Good,F,VS1,57.0
1.02,Good,E,SI2,59.0
1.2,Premium,F,SI1,59.0
1.7,Ideal,E,SI1,56.0
0.33,Ideal,D,SI1,55.0
1.11,Premium,G,VS2,58.0
0.58,Very Good,D,SI1,57.0
1.0,Good,E,VS2,57.0
0.5,Ideal,H,SI1,57.0
0.32,Premium,H,IF,55.0
1.52,Ideal,G,SI1,56.0
0.71,Very Good,E,VS2,58.0
0.4,Ideal,G,SI1,55.0
1.2,Very Good,E,SI2,58.0
1.1,Ideal,G,VS2,55.0
0.3,Ideal,D,SI1,56.0
0.82,Ideal,F,SI2,56.0
0.51,Ideal,G,VS1,56.0
0.9,Premium,H,VS2,61.0
0.36,Premium,E,VS1,59.0
0.71,Ideal,F,VS1,55.0
1.21,Premium,G,SI1,60.0
0.54,Premium,D,SI1,59.0
1.14,Fair,F,VS1,67.0
1.7,Very Good,I,VS2,55.0
0.54,Ideal,H,VVS2,57.0
0.73,Very Good,I,SI1,58.0
1.2,Premium,G,SI1,58.0
0.33,Ideal,G,VVS2,55.0
1.0,Good,H,VVS1,60.0
0.51,Ideal,I,VS2,56.0
0.55,Ideal,E,SI1,57.0
1.02,Very Good,D,SI2,58.0
1.5,Ideal,H,VS1,55.0
1.21,Premium,G,VS2,60.0
1.23,Premium,G,VS2,59.0
0.35,Ideal,E,VS1,56.0
1.05,Ideal,D,VS2,57.0
1.11,Ideal,G,VVS2,54.0
0.27,Very Good,E,VVS2,58.0
0.42,Premium,F,VS1,59.0
1.04,Ideal,F,SI2,56.0
0.36,Ideal,E,SI1,56.0
0.57,Ideal,H,VS1,56.0
0.39,Ideal,I,VS2,56.0
1.51,Ideal,I,VS1,56.0
1.1,Very Good,F,VS1,57.0
0.37,Ideal,D,SI1,56.0
0.53,Ideal,G,VVS1,57.0
0.35,Ideal,G,IF,55.0
0.32,Ideal,G,VS1,56.0
1.31,Premium,H,VS2,58.0
2.01,Ideal,I,VS1,56.0
0.75,Ideal,G,VS1,56.0
0.33,Very Good,I,VS1,57.0
0.33,Ideal,H,VVS1,55.0
0.5,Good,E,SI1,58.0
0.41,Premium,D,VS2,58.0
1.0,Very Good,F,VS2,63.0
1.2,Premium,G,VS2,59.0
0.52,Ideal,D,SI1,55.0
0.53,Premium,E,SI2,58.0
0.91,Ideal,G,VS1,56.0
0.61,Ideal,F,VS2,54.0
0.71,Premium,H,SI1,58.0
2.3,Premium,H,SI2,58.0
1.24,Premium,I,SI1,59.0
0.55,Ideal,E,SI1,56.0
1.02,Good,G,VS1,63.0
2.01,Very Good,H,SI1,59.0
1.25,Premium,F,VS2,59.0
2.02,Premium,E,SI2,58.0
1.0,Ideal,H,SI1,56.0
0.47,Premium,I,VS2,59.0
1.02,Very Good,G,VVS2,59.0
0.92,Ideal,H,VS2,56.0
2.08,Very Good,G,SI2,58.0
1.01,Premium,F,SI2,59.0
1.53,Ideal,H,VS2,57.0
1.06,Ideal,G,SI1,57.0
2.08,Ideal,H,SI2,54.0
2.18,Very Good,G,SI2,55.0
0.54,Ideal,G,VS2,56.0
1.0,Good,F,SI2,57.0
1.04,Very Good,I,SI1,61.0
0.72,Ideal,E,SI2,57.0
0.35,Ideal,G,IF,56.0
0.52,Ideal,G,VS2,56.0
0.72,Ideal,H,SI2,55.0
0.64,Ideal,D,VS2,56.0
0.36,Premium,D,SI2,58.0
2.05,Ideal,F,SI2,57.0
0.4,Ideal,E,VS1,56.0
1.18,Very Good,G,SI1,55.0
0.53,Premium,E,VS2,60.0
0.78,Ideal,D,SI1,57.0
0.73,Premium,E,VS2,59.0
0.73,Very Good,G,SI2,58.0
1.01,Very Good,H,SI2,63.0
0.31,Very Good,I,VS2,57.0
0.51,Ideal,F,VS1,55.0
1.01,Premium,F,SI2,58.0
1.52,Ideal,J,VS2,56.0
0.36,Very Good,F,SI1,58.0
1.2,Very Good,F,SI1,58.0
0.41,Ideal,D,SI2,56.0
0.4,Ideal,G,SI1,56.0
1.01,Good,E,SI2,59.0
0.9,Very Good,I,SI2,59.0
0.37,Ideal,F,VS1,55.0
1.5,Premium,G,SI1,58.0
1.01,Ideal,G,VS1,55.0
0.62,Ideal,G,SI1,56.0
1.05,Premium,H,VS2,60.0
0.3,Ideal,E,VVS2,56.0
0.32,Premium,H,VS2,58.0
0.46,Very Good,G,VVS2,56.0
